qname	rname	start_outer_1based	end_outer_1based	flag	qual_sum	real_len	mapq	cigar	category
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15373:44830c	Y	7870422	7870468	0	2820	47	37	47M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:13660:72066	Y	7872667	7872736	0	4200	70	37	70M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1203:2147:25238	Y	7876791	7876849	0	3533	59	37	59M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:14061:7269	Y	7877723	7877808	0	4694	86	37	86M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:20988:80620	Y	7877726	7877808	0	4645	83	37	83M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10063:68050c	Y	7878251	7878326	0	4560	76	37	76M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12860:73335c	Y	7878394	7878442	0	2940	49	37	49M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1208:20452:89681	Y	7879892	7879963	0	4239	72	37	72M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1204:15683:43972	Y	7884879	7884946	0	4080	68	37	68M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:6493:40335	Y	7887213	7887306	0	4716	94	37	94M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2102:19764:12922	Y	7887644	7887695	0	3120	52	37	52M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:20659:5169	Y	7887663	7887720	0	3477	58	37	58M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:18499:24803	Y	7888039	7888075	0	2220	37	37	37M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:9902:13679	Y	7888995	7889077	0	4650	83	37	83M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:11906:31330	Y	7894392	7894499	0	5146	108	37	108M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14239:27457c	Y	7904283	7904331	0	2940	49	37	49M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2104:16041:24166c	Y	7904929	7904975	0	2820	47	37	47M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1115:8656:28850	Y	7904960	7905032	0	4380	73	25	73M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1214:15749:9208	Y	7908130	7908179	0	3000	50	37	50M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11822:91834c	Y	7910757	7910796	0	2400	40	37	40M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1107:4880:94480	Y	7915426	7915465	0	2400	40	37	40M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:16068:55286c	Y	7915971	7916018	0	2880	48	37	48M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2101:8524:59782	Y	7920767	7920834	0	4080	68	37	68M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:17239:44479c	Y	7921193	7921248	0	3360	56	37	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:20341:77510c	Y	7922962	7923017	0	3360	56	37	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1207:13206:34284	Y	7930176	7930226	0	3060	51	37	51M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:11718:60676	Y	7931891	7931949	0	3540	59	37	59M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:7112:26219c	Y	7932807	7932858	0	3060	52	37	52M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:15007:71026	Y	7934072	7934167	0	4796	96	37	96M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:13522:76810	Y	7935987	7936028	0	2520	42	37	42M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:13140:81360	Y	7946372	7946423	0	3120	52	37	52M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2114:4630:5917	Y	7949721	7949773	0	3137	53	37	53M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:20838:66823	Y	7950936	7951018	0	4580	83	37	83M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:15412:75983c	Y	7951393	7951460	0	3971	68	37	68M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11157:2324c	Y	7955036	7955097	0	3720	62	37	62M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13318:88964c	Y	7957104	7957158	0	3300	55	37	55M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12171:99150c	Y	7958978	7959049	0	4320	72	37	72M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:8398:35906	Y	7961139	7961213	0	4500	75	37	75M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:1630:42864	Y	7972018	7972062	0	2700	45	37	45M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2202:1246:40777c	Y	7973196	7973260	0	3900	65	37	65M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:19527:40015c	Y	7973500	7973542	0	2580	43	37	43M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:19452:95821c	Y	7978432	7978491	0	3600	60	37	60M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1206:19193:94573	Y	7979301	7979391	0	4751	91	37	91M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14048:26416c	Y	7988372	7988441	0	4200	70	37	70M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2206:9721:74363	Y	7989282	7989327	0	2760	46	25	46M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:8230:4310	Y	7989876	7989914	0	2340	39	37	39M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:15233:92251c	Y	7993425	7993489	0	3900	65	37	65M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:14189:47968c	Y	7996524	7996566	0	2580	43	37	43M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2210:15066:80757	Y	7996856	7996893	0	2280	38	37	38M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:2417:22636	Y	7997687	7997795	0	4917	109	37	109M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:2139:97846c	Y	7998931	7998976	0	2760	46	37	46M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1107:11684:36800	Y	7999400	7999446	0	2820	47	25	47M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:16838:35311	Y	8025663	8025740	0	4269	77	37	1M2D14M1I61M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:2638:7951	Y	8029092	8029127	0	2160	36	37	36M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1209:20541:43684	Y	8029412	8029459	0	2781	48	37	48M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:19046:24622	Y	8034909	8034966	0	3480	58	37	58M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:5788:71756c	Y	8036513	8036570	0	3480	58	35	58M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:13310:59237	Y	8048971	8049009	0	2340	39	37	39M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:4002:73659c	Y	8061434	8061492	0	3540	59	37	59M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11253:15110c	Y	8061435	8061492	0	3480	58	37	58M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:9271:94048c	Y	8061436	8061492	0	3420	57	37	57M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:2919:23138	Y	8061438	8061492	0	3180	55	37	55M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11513:78156c	Y	8069757	8069797	0	2460	41	37	41M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1207:9668:89026	Y	8069758	8069797	0	2400	40	37	40M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:5186:88746	Y	8070424	8070466	0	2580	43	25	43M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14359:69065c	Y	8075527	8075586	0	3600	60	37	60M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:10694:48445	Y	8075528	8075586	0	3540	59	37	59M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:5704:69011c	Y	8082536	8082581	0	2760	46	35	46M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:13950:42378	Y	8088277	8088322	0	2760	46	37	46M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11060:97507c	Y	8103001	8103039	0	2340	39	37	39M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:4664:48817c	Y	8110366	8110409	0	2640	44	37	44M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:19583:77756c	Y	8120770	8120811	0	2520	42	37	42M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:16110:37530	Y	8120776	8120811	0	2160	36	25	36M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:10078:33019	Y	8122706	8122781	0	4560	76	25	76M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11759:85864c	Y	8124708	8124766	0	3540	59	37	59M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:7697:7896	Y	8124714	8124766	0	2976	53	37	53M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10347:57144c	Y	8127742	8127794	0	3180	53	37	53M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1208:18485:24558	Y	8144198	8144249	0	3072	52	37	52M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10142:75399c	Y	8145924	8145973	0	3000	50	36	50M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:8373:56021	Y	8149473	8149511	0	2340	39	37	39M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1204:9885:43794	Y	8149595	8149641	0	2816	47	37	47M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:19285:61583c	Y	8151216	8151267	0	3120	52	37	52M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1107:1628:46355	Y	8160594	8160650	0	3281	57	25	57M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:6454:93619	Y	8160710	8160768	0	3540	59	37	59M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:9895:90025	Y	8180153	8180191	0	2340	39	37	39M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2111:8690:11678	Y	8180258	8180303	0	2756	46	37	46M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2102:6548:7887	Y	8180738	8180823	0	4597	86	37	86M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13551:82725c	Y	8181729	8181781	0	3180	53	37	53M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15152:69283c	Y	8182801	8182856	0	3360	56	37	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:2291:23208c	Y	8184109	8184150	0	2520	42	37	42M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11215:90240c	Y	8185359	8185421	0	3780	63	37	63M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2211:3369:83423	Y	8185366	8185421	0	3360	56	37	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:2100:17084c	Y	8185568	8185607	0	2400	40	37	40M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10170:71685c	Y	8189123	8189179	0	3420	57	37	57M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:3185:47048c	Y	8203846	8203892	0	2820	47	37	47M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10443:16898c	Y	8208016	8208056	0	2460	41	37	41M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1206:19050:22019	Y	8209861	8209914	0	3240	54	37	54M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10821:83112c	Y	8210362	8210408	0	2820	47	35	47M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2101:9454:98825	Y	8210769	8210814	0	2446	46	37	46M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2102:13783:68932	Y	8210889	8210942	0	3240	54	37	54M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10645:33370c	Y	8214721	8214769	0	2940	49	37	49M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:8151:30832	Y	8220728	8220770	0	2580	43	37	43M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:12379:6937	Y	8222708	8222765	0	3449	58	37	58M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10013:55420c	Y	8222839	8222926	0	5280	88	37	88M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:3213:79800	Y	8222840	8222926	0	4664	87	37	87M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2106:19300:22543	Y	8222843	8222926	0	4668	84	37	84M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:10147:21603c	Y	8222872	8222926	0	3300	55	37	55M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:10871:9072	Y	8222873	8222926	0	3360	56	37	4M1I3M1I47M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2208:10505:73872	Y	8226323	8226391	0	4140	69	37	69M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2112:10563:16879	Y	8226667	8226715	0	2936	49	37	49M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:6040:15428c	Y	8232830	8232911	0	4920	82	37	82M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10035:87997c	Y	8239542	8239581	0	2400	40	37	40M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:15726:47762	Y	8239543	8239581	0	1848	39	37	39M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:6723:91127	Y	8239544	8239581	0	2280	38	37	38M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:12948:90293c	Y	8247107	8247147	0	2460	41	37	41M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11462:87771c	Y	8251408	8251468	0	3660	61	37	61M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2110:5188:84976	Y	8252424	8252479	0	3360	56	25	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10560:93855c	Y	8252430	8252479	0	3000	50	37	50M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2110:9628:86038	Y	8259141	8259188	0	2880	48	37	48M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:5272:88837	Y	8262073	8262147	0	4401	75	37	75M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2213:6962:6012	Y	8267044	8267098	0	3300	55	37	55M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:16876:21245	Y	8267485	8267538	0	3240	54	37	54M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12109:78151c	Y	8268163	8268202	0	2400	40	37	40M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11587:22317c	Y	8268164	8268202	0	2340	39	37	39M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:2087:15824	Y	8273409	8273496	0	4749	88	37	88M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:9565:10648	Y	8273412	8273496	0	4670	85	37	85M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:16827:24326	Y	8283242	8283295	0	3240	54	37	54M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1206:5833:97503	Y	8287965	8288009	0	2700	45	37	45M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:17493:96232	Y	8289798	8289846	0	2940	49	37	49M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1107:8257:47587	Y	8295910	8295958	0	2940	49	37	49M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14298:67356c	Y	8298307	8298383	0	4620	77	37	77M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12292:96115c	Y	8298931	8298975	0	2700	45	37	45M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:7791:24623	Y	8300031	8300087	0	3420	57	37	57M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10973:78866c	Y	8300403	8300483	0	4860	81	37	81M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1109:3136:101122	Y	8308581	8308657	0	4564	77	37	77M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:12166:5524	Y	8308582	8308657	0	4555	76	37	76M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11323:19610c	Y	8311148	8311205	0	3480	58	37	58M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:2814:45626	Y	8311149	8311205	0	3420	57	37	57M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:6480:95832c	Y	8311154	8311205	0	3060	52	37	52M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:8100:11362c	Y	8311666	8311702	0	2220	37	37	37M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:9083:19357	Y	8317129	8317185	0	3411	57	37	57M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1215:8792:28967	Y	8318904	8318986	0	4599	83	25	83M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12280:14812c	Y	8319298	8319356	0	3540	59	37	59M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:9609:95872	Y	8319668	8319721	0	3240	54	37	54M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12003:36517c	Y	8327582	8327616	0	2100	35	37	35M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14300:64759c	Y	8327666	8327708	0	2580	43	37	43M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:7444:5621	Y	8328653	8328693	0	2460	41	37	41M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:11588:81420	Y	8329658	8329751	0	4866	94	37	94M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1208:10526:27397	Y	8332607	8332677	0	3919	71	37	71M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1216:10958:37471	Y	8333184	8333228	0	2700	45	37	45M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2214:15210:82823	Y	8341921	8341999	0	4549	79	37	79M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:7736:22504c	Y	8342383	8342420	0	2280	38	37	38M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2105:16881:23247	Y	8348306	8348356	0	3060	51	37	51M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10057:21661c	Y	8354029	8354079	0	3060	51	37	51M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2104:17062:56963	Y	8354030	8354079	0	2985	50	37	50M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14375:67697	Y	8354032	8354079	0	2880	48	37	48M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1107:21041:24783c	Y	8354036	8354079	0	2640	44	37	44M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10458:34936c	Y	8359045	8359100	0	3360	56	37	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:16659:69824c	Y	8359368	8359423	0	3360	56	37	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:13710:73799	Y	8360207	8360269	0	3780	63	37	63M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:7651:82897	Y	8364724	8364799	0	4522	76	37	76M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10312:53870c	Y	8364727	8364799	0	4380	73	37	73M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:11582:11920	Y	8365723	8365762	0	2400	40	37	40M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:19123:40108c	Y	8366729	8366775	0	2820	47	37	47M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:21076:76706	Y	8366744	8366799	0	3360	56	37	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:9067:27822	Y	8367709	8367781	0	4380	73	37	73M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:19978:55106c	Y	8369188	8369235	0	2880	48	37	48M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:15117:36383	Y	8380333	8380380	0	2880	48	37	48M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:21248:21233	Y	8384455	8384504	0	2971	50	37	50M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12264:72774c	Y	8386585	8386644	0	3600	60	37	60M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:3000:21862c	Y	8386586	8386644	0	3540	59	37	59M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2201:20725:80550	Y	8392770	8392823	0	3240	54	37	54M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10410:60536c	Y	8394725	8394799	0	4500	75	37	75M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:10666:63160c	Y	8394814	8394855	0	2520	42	37	42M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1215:15113:84563	Y	8395260	8395306	0	2084	48	37	2M1I45M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10051:71062c	Y	8397382	8397441	0	3600	60	37	60M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2203:20371:73490	Y	8398588	8398626	0	2245	39	37	39M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:3262:28740	Y	8399685	8399776	0	4742	92	25	92M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10584:39110c	Y	8399820	8399862	0	2580	43	37	43M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:2948:47820c	Y	8400084	8400122	0	2340	39	36	39M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2209:1706:77410	Y	8401564	8401606	0	2556	43	37	43M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10995:74183c	Y	8402206	8402261	0	3360	56	37	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15537:83701c	Y	8403407	8403478	0	4320	72	37	72M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:2324:95073	Y	8403638	8403693	0	3360	56	37	56M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10311:13783c	Y	8405899	8405951	0	3180	53	37	53M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10149:86495c	Y	8407012	8407074	0	3780	63	37	63M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1215:18279:86248c	Y	8407013	8407074	0	3720	62	37	62M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13865:66424c	Y	8410600	8410637	0	2280	38	37	38M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:2379:83868c	Y	8410589	8410652	0	3840	64	37	64M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10201:27142c	Y	8411653	8411695	0	2580	43	37	43M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10819:48427c	Y	8412925	8412967	0	2580	43	37	43M	end_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11933:12835c	Y	8413094	8413139	0	2760	46	37	46M	end_equal
