qname	rname	start_outer_1based	end_outer_1based	flag	qual_sum	real_len	mapq	cigar	category
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2112:17416:15377	Y	21639189	21639251	16	3728	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2105:13508:92485	Y	21642271	21642359	16	4615	89	37	89M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:15268:7707	Y	21645178	21645226	16	2940	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2204:18496:42206	Y	21647907	21647944	16	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2204:7171:38962	Y	21650771	21650816	16	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14053:82360c	Y	21651300	21651353	16	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2105:10810:11060	Y	21651495	21651533	16	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12897:10477c	Y	21655347	21655409	16	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:16549:46225c	Y	21656047	21656087	16	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:7375:100709c	Y	21656215	21656260	16	2700	46	32	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:3539:14364	Y	21656621	21656696	16	4550	76	37	76M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10552:67007c	Y	21657139	21657181	16	2580	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1216:9860:52855	Y	21657298	21657337	16	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:13706:84860	Y	21657628	21657694	16	3690	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1115:9357:22959c	Y	21660459	21660537	16	4740	79	37	79M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:5365:37969	Y	21660845	21660883	16	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10676:59687c	Y	21660845	21660913	16	4140	69	37	69M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:17161:59898c	Y	21660850	21660913	16	3840	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1209:11177:71086	Y	21661096	21661143	16	2877	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:19047:15335	Y	21661096	21661146	16	2681	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1215:4734:96684	Y	21661392	21661447	16	3204	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2206:14690:54683	Y	21661911	21661966	16	3324	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:17156:36614c	Y	21661925	21661967	16	2580	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:18427:84586	Y	21664288	21664328	16	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:10328:96534	Y	21665891	21665959	16	4140	69	37	69M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2115:10218:49346	Y	21667651	21667690	16	2400	40	25	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:19340:84618	Y	21667651	21667695	16	2700	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:4275:85867	Y	21668467	21668545	16	4480	79	37	79M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:19614:69542	Y	21675122	21675210	16	4765	89	37	89M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12679:39488c	Y	21675194	21675253	16	3600	60	37	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:2517:56763	Y	21675445	21675492	16	2849	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:18849:54171c	Y	21675821	21675862	16	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:18742:32235	Y	21676058	21676101	16	2622	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:7572:84524	Y	21677538	21677622	16	4661	85	25	85M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:16591:10990	Y	21677869	21677923	16	3300	55	37	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:3774:64935c	Y	21677876	21677968	16	5580	93	37	93M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2214:18076:2705	Y	21685356	21685410	16	3300	55	37	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15677:15728c	Y	21687073	21687114	16	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2210:6693:31342	Y	21688928	21688965	16	2276	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1214:17899:45563	Y	21691346	21691402	16	3420	57	25	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:10908:65677	Y	21691346	21691406	16	3650	61	37	61M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:5073:17202c	Y	21691346	21691422	16	4504	77	37	77M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12321:98397c	Y	21693517	21693563	16	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:15891:29563	Y	21694253	21694336	16	4637	84	25	84M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:1763:45269	Y	21702168	21702211	16	2506	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:9580:52550	Y	21702335	21702399	16	3899	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:16445:14716	Y	21703319	21703367	16	2940	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11332:77968c	Y	21703392	21703462	16	4200	70	37	49M1D21M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11211:35224c	Y	21704010	21704059	16	3000	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:4664:55984	Y	21706038	21706092	16	3300	55	37	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:11849:15136	Y	21711503	21711567	16	3873	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:3300:19752c	Y	21711587	21711639	16	2940	53	32	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1109:6348:50260	Y	21712281	21712325	16	2700	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:18570:34491	Y	21712281	21712328	16	2880	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:19370:24799	Y	21712776	21712819	16	2468	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10203:100726c	Y	21713632	21713671	16	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1206:4616:63141c	Y	21713633	21713671	16	2280	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1107:4166:50841c	Y	21715025	21715064	16	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12088:72059c	Y	21715025	21715065	16	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2204:13720:89130	Y	21715103	21715145	16	2580	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10122:67377c	Y	21716344	21716378	16	2100	35	37	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:16473:69763c	Y	21716656	21716699	16	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1114:17556:44911	Y	21717625	21717680	16	3360	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:21314:56978	Y	21719396	21719437	16	2500	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:17892:37504c	Y	21720008	21720065	16	3480	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2210:11900:15008	Y	21720008	21720067	16	3480	58	37	27M1D26M1D5M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2108:3068:85403	Y	21727285	21727331	16	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1115:5791:97088	Y	21733103	21733158	16	3360	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15610:11467c	Y	21733103	21733160	16	3480	58	25	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:18240:76445c	Y	21733109	21733160	16	3120	52	37	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2203:16224:4641	Y	21733109	21733168	16	3600	60	37	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2201:9314:46762	Y	21734348	21734386	16	2332	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2211:17559:51917	Y	21735080	21735152	16	4380	73	37	73M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:8393:49340	Y	21735767	21735839	16	4380	73	37	73M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:4617:11816	Y	21742074	21742116	16	2580	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1114:4048:4091	Y	21749450	21749503	16	3057	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2105:5290:68312	Y	21751170	21751213	16	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2108:18599:65206	Y	21752966	21753006	16	2381	40	37	34M1D6M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1215:17440:73105	Y	21755196	21755246	16	3059	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15644:6152c	Y	21755196	21755258	16	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2208:5695:76015	Y	21755357	21755399	16	2466	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1215:17564:36571c	Y	21755409	21755461	16	3180	53	37	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:8581:68514c	Y	21757189	21757226	16	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:7238:73479c	Y	21757717	21757818	16	6120	102	37	102M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10005:48561c	Y	21759497	21759555	16	3540	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:8819:77658c	Y	21764787	21764845	16	3540	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:6335:62310c	Y	21765412	21765451	16	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:15306:91427	Y	21772403	21772451	16	2940	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:17362:79665	Y	21772403	21772456	16	3240	54	25	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1115:10822:31048	Y	21773100	21773160	16	3660	61	25	61M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14480:37624c	Y	21778192	21778251	16	3600	60	37	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12739:18055c	Y	21778421	21778495	16	4500	75	37	75M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10181:63141c	Y	21778421	21778496	16	4560	76	37	76M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1214:3596:46159	Y	21779179	21779224	16	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2213:11007:69916	Y	21779774	21779836	16	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:17274:37963	Y	21779774	21779870	16	4909	97	37	97M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:18218:68034	Y	21781243	21781320	16	4522	78	37	78M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:7850:12793	Y	21781331	21781372	16	2520	42	25	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1207:13961:20804c	Y	21781622	21781666	16	2640	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2115:2991:74927	Y	21783977	21784049	16	3279	73	25	73M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12124:47396c	Y	21784090	21784142	16	3180	53	37	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1114:16341:72477c	Y	21792594	21792641	16	2880	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2211:13400:88263	Y	21793230	21793308	16	4587	79	37	79M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13248:76179c	Y	21797098	21797192	16	5700	95	37	95M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12174:22592c	Y	21798274	21798316	16	2580	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2112:7431:34274	Y	21800341	21800389	16	2934	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:8967:83934	Y	21801956	21802009	16	3300	55	37	36M1I18M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2208:11810:58660	Y	21806442	21806501	16	3600	60	37	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2110:5385:17222	Y	21807701	21807782	16	4549	82	37	82M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:15284:61299	Y	21807701	21807798	16	4940	98	37	98M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:16615:48174c	Y	21808777	21808841	16	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2111:11987:21878	Y	21808977	21809044	16	4075	68	37	68M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2210:8396:10980	Y	21808977	21809062	16	4677	86	37	86M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:8269:24290	Y	21809470	21809517	16	2880	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2208:2900:20535	Y	21810248	21810312	16	3772	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10991:18109c	Y	21810324	21810366	16	2580	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2210:7991:69501	Y	21811981	21812024	16	2628	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1109:20918:12273c	Y	21811993	21812031	16	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2116:6426:60058	Y	21813308	21813360	16	2888	53	37	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:5918:70841	Y	21815285	21815324	16	2305	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:12423:16742	Y	21826186	21826252	16	3956	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2104:17896:13866	Y	21826434	21826522	16	4765	89	37	89M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:19549:10717c	Y	21826815	21826856	16	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:19369:89732	Y	21827070	21827131	16	3714	62	37	62M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:13595:23201	Y	21830285	21830336	16	3120	52	37	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:2296:3468	Y	21831035	21831093	16	3540	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2214:7752:60715	Y	21837100	21837144	16	2309	45	25	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:11689:100702	Y	21837798	21837844	16	2734	47	25	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:17718:72016c	Y	21838111	21838154	16	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:6187:25595	Y	21839846	21839891	16	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2111:19523:96302	Y	21841405	21841445	16	2387	41	25	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:5398:94304	Y	21842884	21842928	16	2663	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:15970:6468c	Y	21843254	21843333	16	4620	80	32	80M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:5379:41198	Y	21843254	21843334	16	3623	81	37	81M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2111:6830:38309c	Y	21845543	21845607	16	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15987:27960c	Y	21845543	21845608	16	3960	66	37	66M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13962:25084c	Y	21845543	21845609	16	4020	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:20342:20909c	Y	21845543	21845610	16	4080	68	37	68M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:13469:53485	Y	21845788	21845838	16	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2201:1244:99516	Y	21846304	21846350	16	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2204:5244:44368	Y	21852251	21852315	16	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:18331:12969	Y	21853709	21853755	16	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:1755:72455	Y	21854535	21854581	16	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:8366:12744	Y	21856539	21856575	16	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:5863:62304	Y	21857576	21857623	16	2645	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1206:15598:2374c	Y	21859719	21859763	16	2700	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10233:10068c	Y	21862356	21862399	16	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10920:34602c	Y	21864462	21864505	16	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:14227:15588	Y	21866591	21866647	16	2891	57	37	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:8972:100599	Y	21871457	21871509	16	3180	53	37	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13101:17244c	Y	21871457	21871510	16	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1115:8754:84930c	Y	21873267	21873330	16	3840	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2110:18192:32373	Y	21873987	21874021	16	2051	35	25	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:2351:73720	Y	21874451	21874492	16	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1214:20037:42526	Y	21875142	21875186	16	2699	45	25	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:2394:42578c	Y	21875525	21875561	16	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10727:30239c	Y	21875525	21875562	16	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1207:13245:22989c	Y	21875966	21876011	16	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2208:11069:94486	Y	21878601	21878659	16	3540	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2213:11486:42450	Y	21878688	21878741	16	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:9330:47144	Y	21879352	21879408	16	3306	57	37	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2214:3601:46414	Y	21879352	21879418	16	4016	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10914:60958c	Y	21883315	21883366	16	3120	52	37	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:13217:8211c	Y	21885174	21885214	16	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:6106:85670	Y	21885179	21885214	16	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:7708:42031	Y	21885396	21885448	16	3180	53	37	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2112:3592:68231c	Y	21892407	21892444	16	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:4090:5413	Y	21894225	21894278	16	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2112:18496:47181c	Y	21896425	21896498	16	4440	74	37	74M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2214:13389:45064	Y	21897352	21897395	16	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10485:96454c	Y	21900997	21901066	16	4200	70	37	70M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:7910:66475	Y	21901157	21901195	16	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:4971:7942	Y	21901746	21901806	16	3659	63	37	57M2I4M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2101:16236:14236	Y	21903353	21903419	16	4020	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:13249:25816c	Y	21903353	21903421	16	4140	69	37	69M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12875:8992c	Y	21904832	21904882	16	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:6134:77380c	Y	21905419	21905457	16	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2206:19056:59731	Y	21905575	21905633	16	3540	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2213:15105:38362	Y	21906165	21906211	16	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2206:12868:93288	Y	21909157	21909204	16	2880	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:14878:40662	Y	21910654	21910710	16	3420	57	37	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:4647:37214	Y	21911640	21911688	16	2940	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:10376:76105	Y	21911796	21911877	16	4627	82	37	82M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2108:16431:11697	Y	21911796	21911885	16	4789	90	37	90M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:16041:49836	Y	21911796	21911888	16	4240	93	37	93M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15226:72530c	Y	21912102	21912159	16	3480	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2112:6955:30447c	Y	21917650	21917723	16	4320	74	37	74M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1114:6172:5754	Y	21921485	21921552	16	4080	68	37	68M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14492:78022c	Y	21922202	21922248	16	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:6920:21506	Y	21922964	21923024	16	3623	61	37	61M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:4586:30660	Y	21925287	21925349	16	3709	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:10055:64104	Y	21925287	21925352	16	3924	66	37	66M	start_equal
